meanx	meany	tvalue	fd	pvalue	adjp
ACTN1	0.593330086678899	2.84347647002778	-10.9755126958435	4.79240229657631	3.10738584321394e-21	4.00124176827974e-19
ACTN4	31.8104083881193	72.6331928833333	-13.811824182512	2.28331532236665	2.95001476750556e-28	5.74498987000777e-25
ACTR3	0.595180035688073	1.33305886625	-6.57012870431522	2.23975736133166	1.12957324314622e-09	9.46368557964807e-09
ACVR2B	2.83839248217431	1.33967603551389	4.37903079467572	0.471984069830839	2.6139016519753e-05	8.57134784923688e-05
ACY3	3.25993595127523	1.37067358376389	4.82501063515704	0.420460280278729	4.68922963670771e-06	1.79921470758704e-05
ADAM11	4.72558690451376	2.09366425665278	5.5328093327247	0.44304851417566	1.20923175465453e-07	6.48140824581955e-07
ADAM12	0.376545512614679	3.56246708233333	-11.2528567909777	9.460920295122	7.46104337656189e-21	8.60327021453949e-19
ADAM19	1.31988188021101	4.39560565826389	-9.21607637006629	3.3303022976277	4.06415285921929e-15	1.12177019155175e-13
ADAM22	0.148697693944954	0.049654355	5.51639250959944	0.333928211545644	1.78298842826612e-07	9.26213342685843e-07
ADAM32	0.18384697393578	0.44740133275	-3.46912245106337	2.43355287918029	0.000674222229027093	0.00165127494816028
ADAM6	0.121001597522936	0.0210260356527778	6.74048253241255	0.173766595509554	2.36959850440241e-10	2.2670280014553e-09
ADAM8	0.0117658616880734	0.0437215189027778	-3.25277311800979	3.71596403747433	0.00141698198291794	0.00323504535816109
ADAM9	0.671011118678899	1.70957039880556	-7.69112721313607	2.54775271410017	2.11916045296149e-12	3.21580305273213e-11
ADAMDEC1	0.0270776703302752	0.0979645527777778	-4.77770981026518	3.61790920647426	4.47268827396948e-06	1.72405558341463e-05
ADAMTS1	3.46096695140367	14.0931453811528	-7.35351037073327	4.07202541342875	1.59833687401812e-11	2.00673713401974e-10
ADAMTS12	0.644237327880734	1.35189003058333	-2.25182924881203	2.09843480356917	0.026084351267339	0.0445551529736527
ADAMTS14	0.00760263135779817	0.0230108068888889	-4.15771697840454	3.02668981382167	5.65471187673573e-05	0.000173421058728866
ADAMTS19	0.367904998100917	0.144323491555556	5.8547125947496	0.392284672131492	5.90906627849566e-08	3.39567884141618e-07
ADAMTS2	0.362110664550459	3.240673961625	-6.23757136602776	8.94940215485817	1.00821536622819e-08	6.89196206079624e-08
ADAMTS20	0.355254096752294	0.0808264613472222	2.92149433445274	0.227517323758211	0.0039929526527332	0.00825775588725131
ADAMTS3	0.367583587146789	1.65536572959722	-2.42565330443284	4.5033722600247	0.0165763380083586	0.0297373056573696
ADAMTS7	0.484718244192661	1.75534760483333	-11.2317019774841	3.62137721421444	2.36533044161728e-21	3.16466768322336e-19
ADAMTSL4	0.321046123770642	1.37111195340278	-5.75699186491412	4.27076314549217	6.77524371870406e-08	3.82693189357802e-07
ADAP1	0.514011421816514	0.157143806152778	4.48733136700431	0.305720455777874	1.77848359035746e-05	6.0680322928159e-05
ADARB2	4.12635963266972	0.952637495027778	9.59040890390913	0.230866327666992	1.17744397024514e-16	4.66901820508745e-15
ADARB2-AS1	0.644359566266055	0.269133690138889	3.47340009832513	0.417676254421842	0.000683964635678379	0.00167275775930445
ADCY2	24.9696679409541	8.94883014352778	6.49937422112182	0.358388031618567	2.9253245922099e-09	2.23019417693184e-08
ADCY5	0.626133508990826	0.205978061125	5.18472336828814	0.328968276201966	1.08336529802952e-06	4.76370887570582e-06
ADCY8	13.6467626304037	6.692010992375	4.36022418140386	0.490373517413269	2.74768498788913e-05	8.97143718009179e-05
ADCYAP1R1	0.605624423477064	0.112486485430556	6.70792647727166	0.185736375664539	4.17680220448743e-10	3.79900426767261e-09
ADD3	0.691633868669725	0.294934372527778	6.28927922892016	0.426431361863537	3.94901945902390e-09	2.92785380957326e-08
ADHFE1	13.3564583734587	4.68075303066667	10.1462385106254	0.35044866683881	8.4758454550439e-18	4.44778872127408e-16
ADM	5.1732077497156	32.7057994929722	-7.9539608112672	6.32215079604531	6.14391766975421e-13	1.05469583739258e-11
ADPRH	1.39821563301835	3.47600644408333	-5.67337214705926	2.48603031034607	9.64054840699689e-08	5.26549990431394e-07
ADPRHL2	12.1614220004954	24.8482069406667	-9.7891510485509	2.04319913737509	3.07470860344567e-18	1.79634725641974e-16
ADRA1A	1.41860579876147	0.580308722027778	9.77437961906044	0.409069751818598	9.82003812712426e-18	5.04738440627879e-16
ADRA2A	1.71009992021101	0.831468696222222	2.80038803548374	0.486210592957415	0.00584176058526687	0.0116086777526046
AEBP1	23.5752893899725	116.950820167847	-5.86941895164452	4.96073741591444	3.01814743010008e-08	1.83996765243006e-07
AFAP1L1	0.137418825366972	0.449726573694444	-8.77353981337676	3.27267077486265	2.98133847060315e-15	8.52429353576858e-14
AGFG1	0.0751396076055046	0.0291875012222222	5.79974673514443	0.388443620513185	5.62751213664807e-08	3.24772490019858e-07
AGTRAP	0.0131367452018349	0.0370752807777778	-3.13650965272546	2.82225773645966	0.00208189677395087	0.00460143817869319
AGXT2L1	0.204366964678899	0.0227768557222222	10.0623715757571	0.111450770715361	2.39189182466159e-18	1.42594176907632e-16
AHCYL1	4.8838594702844	2.16053211323611	5.74363961827546	0.442382121431167	4.24934926435889e-08	2.51276466114771e-07
AHR	3.38615044483486	10.0194066509861	-5.71825972426158	2.95893723985874	8.73450167265953e-08	4.80658118733763e-07
AICDA	0.0409090984311927	0.0936880278611111	-3.49610332088594	2.29015137106212	0.000605565961758215	0.00149784851986117
AIFM2	0.0172087852018349	0.0545905331666667	-2.38391180383856	3.17224792606779	0.0184789520553985	0.0327748019302743
AIFM3	0.0771598903577982	0.0339996370138889	7.03126785900919	0.440638741919269	4.29010373996696e-11	4.86369005500653e-10
AIM1	0.417833981366972	1.65890514820833	-7.05146255423127	3.97024948229704	1.25673736463247e-10	1.27543924666551e-09
AK5	0.980443162449541	0.318124346680556	5.23278631790222	0.324469952838218	6.77866800874553e-07	3.12164251679671e-06
AKAP12	0.220573475119266	0.480738392861111	-3.95135371508622	2.1794932169481	0.000120120688152436	0.000344237295822063
AKAP2	0.00344238221100917	0.00690939568055556	-3.06207094802218	2.00715529451042	0.00262577490886425	0.00566399756388896
AKAP6	15.4661865174037	5.78300328756944	7.99485589035227	0.373912682422522	1.2629716547699e-12	2.02526113386569e-11
AKNAD1	0.073472138146789	0.20023615325	-5.85000281554502	2.72533450503306	3.27651503523321e-08	1.9823085613577e-07
AKR1B10	0.0958235686422018	0.269997416472222	-3.90643078266282	2.81765144314728	0.00014059257961175	0.000396742254525059
AKR1C1	3.00808817585321	0.769410345236111	5.76294647000103	0.255780515814792	8.22636620605418e-08	4.55556146898931e-07
AKR1C2	0.042606713412844	0.0132955829305556	5.65969665743144	0.31205370857231	7.60896083989234e-08	4.24585344287784e-07
ALCAM	0.371425356293578	0.162193680361111	6.04054990117932	0.436679073231909	2.58689880542814e-08	1.60327352767818e-07
ALDH1A3	0.676137129743119	4.96799165518056	-2.86037926518936	7.34760958486042	0.00496550438781282	0.0100357928280899
ALDH2	13.8366821784037	4.81023380370833	8.82187742345801	0.347643585484399	2.61244301392721e-15	7.506276836902e-14
ALDH5A1	0.309518052752294	0.0857570909722222	7.01036136056851	0.277066523938277	5.45115551527941e-11	6.06233519773491e-10
ALDH6A1	0.184495071229358	0.0566042875694444	6.72931219901969	0.306806502700964	1.08397460601931e-09	9.10341299458577e-09
ALDOC	544.942866341101	136.213160419611	9.62300424792583	0.249958608200864	3.44092650846654e-16	1.23838026517234e-14
ALOX12B	0.207936893587156	0.0862702792222222	5.4168230398993	0.414886832894146	2.88895721140047e-07	1.43971433165243e-06
ALOX5	0.0138847178440367	0.0435155106527778	-3.51894812232309	3.13405797233878	0.000576351008057869	0.00143327243448216
ALOX5AP	0.015702728853211	0.0582313770416667	-2.46557599114144	3.70836034844728	0.0149196816722111	0.0270197624167022
ALPK2	0.25325726959633	0.996264365652778	-5.82859888220552	3.93380362680501	3.21925024217367e-08	1.94968206615681e-07
ALPK3	0.90105988446789	2.78268871326389	-5.47633844706463	3.08823948466774	2.84148763910845e-07	1.41928623113861e-06
ALPL	0.534973034422018	0.243888469597222	2.93295771967126	0.455889276476744	0.00397503435289313	0.00822361037572684
ALS2CR12	0.0314773909174312	0.0823419955972222	-2.55650771087893	2.61590917154521	0.0114858033653515	0.0214093029442217
AMER2	1.09853317933945	0.248735837388889	6.12891151366635	0.226425420794713	1.34903658000287e-08	8.93258939845495e-08
AMICA1	0.0324602547431193	0.0671175563472222	-2.95515453105275	2.06768421499987	0.00362284494531667	0.00757005285605213
AMIGO2	0.0505614244862385	0.135826366625	-2.70973354369616	2.68636352723742	0.0075008018362495	0.01457985513851
AMOT	1.30273876848624	0.555607098055556	6.5022052346145	0.42649156645669	1.13277847502088e-09	9.48600493630718e-09
AMPH	0.729928605541284	0.326063433430556	5.10808799506154	0.446705925696337	1.18076918618418e-06	5.15579011615598e-06
AMY2A	0.0788324076972477	0.0323479118611111	5.37396663331219	0.410337738070132	3.43747379186162e-07	1.68763594257587e-06
AMZ1	0.173533536311927	0.0521087799305556	6.46084822643621	0.300280747099454	1.67634252471526e-09	1.35024151795424e-08
ANGPT2	0.0507792868807339	0.247029002861111	-9.22772124559267	4.86475919682196	1.14410311192236e-16	4.58871744683367e-15
ANGPTL4	0.709776609137615	3.12192822131944	-5.54542415878682	4.39846591325772	2.09547940512188e-07	1.07358864465277e-06
ANK1	0.057870087146789	0.0210370633611111	5.02216030470973	0.363522233995433	1.46636569308426e-06	6.29617626229493e-06
ANK2	1.9736977963578	0.861385666958333	4.92775487161382	0.436432400415053	1.93542443945115e-06	8.0844326498953e-06
ANK3	1.67901755287156	0.525706616388889	7.27954976645455	0.313103704895636	3.03001511079496e-11	3.56184271273664e-10
ANKFN1	2.71754206107339	1.30496386840278	3.90440162346061	0.480200062805038	0.00014776451943604	0.000415642550498392
ANKFY1	0.195841699256881	0.0952720475555556	3.41133348436403	0.486474779973133	0.000827156515751989	0.00198515298529168
ANKRD1	0.104988862844037	0.433713242722222	-5.04613806159568	4.13104048347026	1.15033662628871e-06	5.03419476877957e-06
ANKRD10	1.01815760354128	2.16325561463889	-7.69140731685539	2.12467657965211	2.61749369856820e-12	3.90440953657914e-11
ANKRD18A	0.37892641359633	0.159706218	4.0259422809423	0.421470270399611	9.98067569163158e-05	0.000290487052220569
ANKRD18B	0.158378838183486	0.0758118711111111	2.75152708212116	0.478674247018285	0.00667278517573785	0.0130988634554139
ANKRD20A12P	0.871135395091743	2.53679705201389	-4.0273731968573	2.91205829347197	9.35050156311185e-05	0.000274103095662588
ANKRD20A19P	0.030173641412844	0.0651583773333333	3.04852390923106	2.1594469305782	0.00269690210721273	0.00579911706945374
ANKRD34C	0.224232971119266	0.107049037263889	6.03594523309208	0.47740096708147	1.10553421201953e-08	7.4726949996399e-08
ANKRD53	0.0331291071926606	0.121248131625	-2.98081840233457	3.65986716514538	0.00339722796876822	0.00715319733404619
ANKRD55	0.553171056495413	0.214067215513889	4.08988099672159	0.386981952508688	6.51500876774512e-05	0.00019731909222787
ANKRD6	0.137341605807339	0.0563288433472222	2.99946253777768	0.410136775495689	0.00348734974674533	0.00732097005763629
ANKRD62P1-PARP4P3	0.474017321211009	0.0527828142083333	3.60162955772123	0.111352079019992	0.000428670116516045	0.00109619216985362
ANKS1B	0.696496747293578	0.270506292111111	7.31509900034785	0.38838127121517	1.93060464598573e-11	2.37958562800225e-10
ANLN	1.23789837676147	0.604446585055556	2.2743354869532	0.488284496047956	0.024408201236413	0.0420403442482911
ANO1	0.161367690577982	0.712081559361111	-7.04931499467589	4.41278893445522	5.80914571244193e-11	6.42783440037688e-10
ANO3	1.33739752092661	0.499288374777778	5.08418491101295	0.373328323826898	1.00354101931471e-06	4.44392709588908e-06
ANO6	0.037817086293578	0.0756502522777778	-4.08419657028593	2.00042519644419	6.84965068257799e-05	0.000206100991439561
ANO9	0.0713197769449541	0.194078282638889	-3.86321836326419	2.72124074068097	0.000159654117967252	0.000445937486153311
ANPEP	0.844907688009174	6.03055828279167	-7.78556890620491	7.13753510398426	6.39312408369239e-12	8.72018170801896e-11
ANXA1	32.2386407860275	223.229360049708	-10.6939318188005	6.924279516972	1.60534101335815e-20	1.75855074632052e-18
ANXA2	0.158903457954128	1.32720356913889	-8.64212157394396	8.35226360852399	3.44259923785904e-15	9.6696212887749e-14
ANXA2R	1.12286640677064	2.88414101955556	-6.30084126932565	2.56855223574666	3.91257616403458e-09	2.90821553973851e-08
ANXA5	122.109934737431	316.832504148472	-6.89961900709919	2.59464968865757	2.08546841148305e-10	2.01499475457902e-09
AOX1	0.275486154944954	0.841978224347222	-4.64790976214146	3.05633589650072	8.10241027527915e-06	2.95856135197537e-05
AP1S2	1.22108165825688	2.962842865375	-6.87495804990149	2.42640845953294	1.45880811133925e-10	1.45772689666152e-09
AP1S3	0.340407667394495	0.775474661138889	-3.83425886269892	2.27807636377414	0.000195875365553265	0.000538020299647715
APBB1	0.206360583431193	0.0904888608888889	4.34987553184377	0.438498764562084	2.52251471468853e-05	8.30274467687246e-05
APC2	40.4390423240642	18.0862984544861	5.40493234493375	0.447248436536872	4.11079146152736e-07	1.98758184679145e-06
APCDD1L	0.048997833733945	0.944074141680556	-5.22240379611285	19.2676710322913	7.01463522474601e-07	3.2243774346741e-06
APCDD1L-AS1	0.0410284215412844	0.233000481097222	-3.49957238449237	5.67900183200487	0.00064410916724393	0.0015853533737234
APLN	16.3612506992477	46.3401824218889	-6.44408047657264	2.83231296150359	1.61827270037831e-09	1.3082779344802e-08
APOBEC3B	0.0241196078165138	0.0826213650694444	-5.56300928152262	3.42548542654482	1.11611772556031e-07	6.01372084422901e-07
APOBEC3C	3.74831397331193	10.7514329224028	-7.67878766235333	2.86833840466759	1.93288551725182e-12	2.96133605427208e-11
APOBEC3D	0.345190725155963	0.995159158291667	-6.95933873238909	2.88292554164668	1.87305649314027e-10	1.83607724582044e-09
APOBEC3F	0.281759680669725	0.983581219958333	-6.24106924388438	3.49085155697374	5.96089237169087e-09	4.267833357787e-08
APOBEC3G	1.65275888020183	4.91622884405556	-6.14714593026021	2.97455902548543	9.38109810799429e-09	6.43280542014147e-08
APOBR	1.29420061619266	3.92005779172222	-6.11004642510117	3.02894137328912	9.30597498471216e-09	6.39379943383183e-08
APOC1	139.041381240688	347.530988397181	-2.87619921027063	2.49947882634729	0.00461595047467902	0.0093997634448355
APOL1	0.0667588356788991	0.142258159875	-3.31627576300286	2.13092631751761	0.00116360620088323	0.00270902413549146
APOL4	0.0843031925779816	0.270983424875	-7.80407134416616	3.21439101638217	5.37856269980272e-13	9.35218932930975e-12
AQP1	11.8850125174679	29.2938678734583	-3.8179044186937	2.46477383430635	0.000188216576046699	0.000518527495814287
AQP7	0.106400441119266	0.0498156486666667	3.5915574930477	0.468190245666627	0.000456023175683921	0.00115903686197971
AQP7P3	1.25725088961468	2.55173890983333	-4.0711342331178	2.02961789958676	7.14881772524464e-05	0.00021458696398418
AQP9	0.440534708633028	4.75241521023611	-3.06868675436727	10.7878337781438	0.00274379215646065	0.00588982793953286
ARAP3	1.71379526788991	8.16981625997222	-9.06862415688389	4.76708998621009	9.9881938116899e-15	2.52252266480531e-13
ARC	9.21422268544954	20.2912478833194	-4.38616574230045	2.20216599663496	2.33164643642617e-05	7.73259547611003e-05
AREG	0.13434534887156	1.36732021811111	-8.49261089648019	10.1776520705479	1.52596811922131e-14	3.6692803120199e-13
ARHGAP11A	0.006051774	0.0180417774027778	-3.92836727752712	2.98123779949115	0.000131651781893669	0.000374162604386305
ARHGAP11B	0.0803216854587156	0.281546703875	-6.54235808819332	3.50523899326928	6.23514707847781e-10	5.48336291241749e-09
ARHGAP15	2.13896180451376	4.42341871422222	-6.00333022762693	2.06802136666848	1.19224021032522e-08	7.99097291256981e-08
ARHGAP18	3.74275791188073	10.27565923075	-7.21054206953267	2.74547792635257	2.79812542812584e-11	3.32493182228892e-10
ARHGAP29	1.96584822829358	4.97324893120833	-3.74376226302765	2.52982344192729	0.000281713047607365	0.000747665745822878
ARHGAP32	0.52973399293578	0.254376357569444	4.47620318813481	0.480196402272947	1.56976368065559e-05	5.41731785391204e-05
ARHGAP4	0.148925203889908	0.318914376444444	-5.63839953698026	2.14143991825722	7.07284784412421e-08	3.98091856660132e-07
ARHGAP44	5.12562628714679	1.939464743375	8.25388464502734	0.378385905394327	5.07876850402102e-14	1.10304306778162e-12
ARHGAP9	0.097099600266055	0.254759065013889	-5.96460624464528	2.62368809259609	1.28188140738489e-08	8.52657890976661e-08
ARHGDIB	45.3230982619266	109.360043067361	-7.63848520241908	2.41289866009068	2.27823617915958e-12	3.43046782750258e-11
ARHGDIG	22.0945139168165	8.48413192947222	6.0319182129057	0.383992694359065	1.94490592285992e-08	1.23732726351963e-07
ARHGEF19	0.400655112678899	1.14301056176389	-6.51671465864193	2.85285405225802	1.89675836457444e-09	1.50837041088458e-08
ARHGEF26-AS1	10.6475345403853	5.10490468026389	11.4786657618394	0.479444763564876	2.17073069391304e-21	2.94933309086929e-19
ARHGEF28	0.0040761601559633	0.0154484171666667	-2.58611868528382	3.789943617418	0.0107674185518063	0.0202077893733279
ARHGEF39	0.524842478211009	1.11297063798611	-8.70410161647751	2.12058033446494	2.58497304385109e-14	5.97715336933748e-13
ARHGEF5	0.0534765282018349	0.158006370041667	-2.31526829060199	2.95468638961205	0.0221949226727054	0.03863446317256
ARID5A	7.72049513965138	18.6433649153333	-8.87965518967143	2.41478876394645	1.83676718561305e-15	5.51250316134247e-14
ARL11	0.518411578853211	1.11262942743056	-4.48594620309978	2.14622796406636	1.37742322865965e-05	4.80535368804093e-05
ARL4C	0.818990320110092	3.23141113269444	-8.58117148644843	3.9456035722865	2.200614518255e-14	5.12220061905119e-13
ARL9	0.266956958944954	0.970795799416667	-2.36677486994602	3.63652554049674	0.0191524248346222	0.0338391683544781
ARMC10	0.0365682851009174	0.0816206246666667	-3.24837636575895	2.23200580616286	0.00142183089987424	0.00324315853489014
ARNTL2	0.00349501511926605	0.00975575823611111	-3.8478782150305	2.79133505956329	0.000180303017425779	0.000499000629468124
ARPC1B	21.368928585633	58.7376345572222	-7.15650549958961	2.74874027127	4.80258672666624e-11	5.3992904142578e-10
ARPC5	2.61974345708257	6.03482871654167	-11.8905354622031	2.30359530061094	7.02562874040756e-24	2.3233621685495e-21
ARPP21	3.74871333788073	0.824232217305556	8.18568163082051	0.219870697760934	6.41808305661382e-13	1.095323678026e-11
ARRB1	0.270370415688073	0.121108815819444	5.88837416563632	0.447936640964327	2.28876153082091e-08	1.43319483210783e-07
ARSD	3.26958481177064	7.33345710936111	-2.84747320025704	2.24293221664119	0.00519033756170511	0.0104528376932099
ARSE	0.0333495870183486	0.0748967188472222	-3.6156435265995	2.24580648647957	0.000395738831999902	0.00101911761805205
ARSI	0.487346764018349	1.76560493283333	-2.45162546227168	3.62289249296597	0.0156272849626399	0.0281760542680989
ARSJ	0.743727308293578	3.95723709872222	-5.07921257993795	5.32081726002744	1.6120090624205e-06	6.86602256064255e-06
ASB9	0.0145592103302752	0.0386836409861111	-5.94978250905865	2.65698757752474	1.75003243170537e-08	1.12354646265568e-07
ASCL5	0.326017600027523	0.136514060819444	4.3094801221848	0.41873218135438	3.56865962647765e-05	0.000114201017479047
ASF1B	1.55859904376147	6.79683087690278	-13.254695795979	4.3608591344311	1.90220241015717e-27	1.96117068487204e-24
ASIC1	0.190676534513761	0.0462525238888889	5.66328790367893	0.242570613142493	1.26487433224252e-07	6.75280305245646e-07
ASIC2	0.27766506493578	0.0881299132777778	5.10322732965466	0.317396476572093	9.60500936057015e-07	4.27276647367292e-06
ASIC4	21.4643736777982	8.93876739876389	3.96237307554301	0.416446691291522	0.000124593133070904	0.00035577449386343
ASPA	0.560782381440367	0.199213418583333	4.7767597453083	0.355241935510981	6.06125203068682e-06	2.27096118729901e-05
ASPDH	1.63641059636697	0.815963339236111	6.01576563279526	0.498629953293903	2.43849171932208e-08	1.52043558749762e-07
ASPH	0.903250881853211	0.372335259277778	6.93600523998926	0.412216878785496	8.04868004000082e-11	8.59653961371691e-10
ASPM	0.236871364247706	1.07787068027778	-10.9240520746307	4.55044738607831	3.47791279617742e-21	4.41720127381171e-19
ASPN	0.0939199696146789	0.773214509666667	-4.19329627040091	8.23269548360054	4.79953165978632e-05	0.000149019293890301
ASXL3	1.23979315930275	0.546037320305556	4.97154391968981	0.440426143835671	2.9944690082762e-06	1.20073343189332e-05
ATAD3C	0.281216935486239	1.07600280525	-5.77771846921756	3.82623757487982	6.79218260046038e-08	3.83402848432429e-07
ATCAY	40.6307065971193	13.4344250107222	5.59105049304296	0.330647092700936	2.02180951476214e-07	1.0388817169521e-06
ATF5	0.254489110633028	0.957243393458333	-11.2543801538465	3.76143164270268	1.97506245554936e-21	2.70444684831356e-19
ATG13	0.182731946440367	0.0598377729583333	4.98233546380215	0.327462023603305	1.68510579979857e-06	7.1426479693034e-06
ATG9B	0.039375398440367	0.0991958622361111	-3.50846465932883	2.51923450086075	0.000570913574326184	0.00142116208169507
ATL1	0.705921487431193	0.228052712	7.14032000049448	0.323056764895868	5.26364858086194e-11	5.86496940093879e-10
ATOH8	9.34884560200917	1.79034214204167	6.31763081355462	0.19150408705615	2.79195823533742e-09	2.13781791134815e-08
ATP1A3	0.767828438752294	0.223595437222222	5.5032895914364	0.291204943627199	2.90562589432269e-07	1.44719821113367e-06
ATP2A3	0.0157735392752294	0.0333724749583333	-2.86723690666934	2.11572522666116	0.00473036109925045	0.00960818623091467
ATP2B2	0.147487207229358	0.0630370931527778	4.7135336277657	0.427407192372614	5.65673873507556e-06	2.13527543599251e-05
ATP2B3	0.0682016577247706	0.0218460794166667	4.51062796566801	0.320315959251709	1.24104049782537e-05	4.3669377244299e-05
ATP5G3	0.655262469119266	1.32957266988889	-5.8572284235174	2.02906885797375	3.47283086387606e-08	2.08810657122318e-07
ATP6V0A1	0.586104587165138	0.205601022444444	4.40597182757343	0.350792378948768	1.9890275714848e-05	6.71450043247575e-05
ATP6V0D2	0.0786993020183486	0.378390569347222	-3.93121892194366	4.80805495910245	0.000126273540455748	0.000360069017811341
ATP6V1G2	0.229355455440367	0.07021322875	6.4517007114605	0.30613280427618	4.32566764164515e-09	3.17620346690886e-08
ATP6V1H	0.725746434559633	0.320598225916667	5.97471397054843	0.441749639612351	1.24213771370837e-08	8.29053606556232e-08
ATP8A1	0.319525008183486	0.0922527407777778	6.68158239496117	0.28871837388328	1.00841447937403e-09	8.53427357797619e-09
ATP8A2	2.00909589963303	0.664032272736111	6.3795663537595	0.330512979921665	2.85385138585062e-09	2.18139787351957e-08
ATP8B1	0.394790106963303	1.12667255413889	-7.58938990094787	2.85385204509093	3.62727360823414e-12	5.24431798640869e-11
ATP9A	56.5469071985505	22.7538763605556	8.88919727033499	0.402389405324343	1.58162388045015e-15	4.82946371997382e-14
ATRNL1	5.43970669531193	2.07281981516667	6.66043963637476	0.381053599259878	1.57801231235242e-09	1.27859635553918e-08
AUNIP	0.475379182743119	1.05809619195833	-8.19141508367922	2.22579412470844	7.25234869252256e-14	1.52962593903541e-12
AURKA	0.0473669224495413	0.164581526111111	-9.88050267272631	3.47460881137962	1.20347109321274e-18	7.95961259143351e-17
AURKAPS1	0.119261152614679	0.349791479722222	-4.82856919413999	2.93298758274091	3.01523969041898e-06	1.20795670980511e-05
AVIL	1.24967869623853	3.79280183026389	-6.40050361374928	3.03502159529487	2.93670215777152e-09	2.23789472692441e-08
AVPR1A	0.194510410724771	0.480743161347222	-4.17256740780044	2.47155491346665	6.0564814449538e-05	0.000184451694675422
B3GALT2	5.10271483455046	2.17113348416667	6.3098139945762	0.425485952980545	7.11307827127788e-09	5.01693854570171e-08
