meanx	meany	tvalue	fd	pvalue	adjp
E2F8	0.0111287970458716	0.0431216052638889	-5.57166961689615	3.87477685918315	1.22801523845736e-07	6.57605349356618e-07
EBF2	0.11310070446789	0.783309950875	-9.75236650292477	6.92577428726262	3.92896884673062e-18	2.21424556195008e-16
EBF3	0.117512690302752	0.543683979097222	-4.89690693972842	4.62659800993841	3.30028250770558e-06	1.310025492736e-05
ECE1	0.171654107495413	0.417284969166667	-6.54225502183454	2.43096407802428	1.82117542437741e-09	1.45354014859121e-08
ECRP	0.251528348	0.756995007277778	-3.24698680433873	3.00958127899674	0.0014216347533275	0.00324313319296774
ECSCR	4.23928062934862	13.0985415371528	-9.15357946411333	3.08980288930894	1.99426572342174e-16	7.51688071707803e-15
ECT2	0.122583829706422	0.291618200847222	-6.9294081548971	2.37892878323041	1.83442833230796e-10	1.80730890277468e-09
EDIL3	1.02610914775229	0.394023553319444	4.89728958071813	0.383997700617482	3.2918394226565e-06	1.30770783229602e-05
EDNRB	0.623497089247706	0.17526628	5.06203258485289	0.281102001953965	1.21572123235914e-06	5.29521521857821e-06
EEF1DP3	0.452767269366972	0.106250757375	4.24419258407863	0.234669695809842	4.16766932213502e-05	0.000131238590225853
EEPD1	16.5964740585321	6.48321087634722	3.73355130526135	0.390637845935369	0.000271982840113743	0.000724694928348066
EFCAB12	0.434472608357798	1.29857694443056	-2.84523640263104	2.98885803028841	0.00501967777396287	0.0101335973674553
EFEMP1	1.37195708422936	4.00850485573611	-4.81023796544042	2.92174216075259	3.65753170297836e-06	1.438634608575e-05
EFEMP2	0.681570741605505	2.95982133205556	-4.77172246654032	4.34264728718169	5.10973604875232e-06	1.94607439649026e-05
EFHA2	5.27103613778899	2.41507564286111	8.89929071332359	0.458178540182452	2.2620856510604e-15	6.60792920102261e-14
EFHC1	0.320155229449541	0.704758219097222	-4.57146606900031	2.20130160081704	9.63923242316108e-06	3.4691340180851e-05
EFHD1	5.49644463613761	1.73515679816667	5.70920223828294	0.315687123774246	9.83855319862127e-08	5.36695679776642e-07
EFNA4	0.26689985053211	0.869571523152778	-5.99925817208656	3.25804424925357	1.07885825680672e-08	7.31212245438954e-08
EFNB1	3.94971904404587	9.48570451893056	-10.2999351494351	2.40161500429507	1.7555468502017e-18	1.09499891969698e-16
EFNB2	4.46458723757798	13.679523125125	-6.31106130182583	3.06400623331667	5.01508497621959e-09	3.63521068561624e-08
EGFL6	0.00696795644036697	0.128486176791667	-4.43294096929563	18.4395780730368	1.99300348419328e-05	6.72533154937535e-05
EGFR-AS1	0.0999477882110092	0.230184919555556	2.4271291735643	2.30305166002864	0.0169441761472908	0.030307232914947
EGR1	53.1568432803028	119.9115208165	-4.47970729111032	2.25580590224652	1.46457045445252e-05	5.078046756714e-05
EHBP1	0.0816540048165138	0.0265818753611111	4.10158120783964	0.325542824517227	6.50399373806409e-05	0.000197019526870116
EHBP1L1	3.70707765282569	7.79040002222222	-6.1835495563396	2.10149361621385	7.87279816605093e-09	5.48872448116049e-08
EHD2	7.69636765542202	24.6747730359861	-8.13898725688298	3.20602836827876	3.34884427417166e-13	6.12045814321237e-12
EHD4	4.76598138513762	11.2212837398889	-9.57907203284507	2.35445395881773	3.25254283068689e-17	1.48070956346621e-15
EIF3B	1.57878373811927	4.21115287765278	-8.39241316546378	2.66733991234881	1.84663569364285e-13	3.54113608342212e-12
EIF4E1B	0.437277278394495	0.151051377652778	5.15227575351934	0.345436145704568	7.51211201523733e-07	3.42698561403083e-06
EIF4E2	1.92261903344954	4.80651211656944	-9.96178404741568	2.49998155273937	5.36820305813392e-18	2.93110576323717e-16
EIF4EBP1	14.2586537113119	32.75443209725	-10.3259122698085	2.29716162271791	7.89435514173019e-20	6.8837991327913e-18
EIF4G2	0.423770295761468	1.04619270025	-7.57180201300294	2.46877308464981	3.96414724190967e-12	5.66618445321333e-11
EIF5AL1	0.0607990080550459	0.221602320472222	-2.9747569909661	3.64483447281885	0.00348431837028682	0.0073163589404597
ELANE	0.176706447779817	0.512865998277778	-2.86909732010227	2.90236154210304	0.00467416826503221	0.00950616699712457
ELAVL2	0.339805348853211	0.138843247930556	4.32247116388549	0.408596416740141	3.36179880518858e-05	0.000108173761076813
ELF4	0.0111609280550459	0.0274437466944444	-3.49626840663372	2.45891260646888	0.000622747541904063	0.00153622746895883
ELFN2	9.44791859474312	2.19604827331944	7.11601614750143	0.232437256026035	2.25285524668798e-10	2.16716761299123e-09
ELK2AP	3.85685358286239	15.5388166442222	-6.65867164929637	4.02888424732214	3.32612387368136e-10	3.08939974213107e-09
ELK3	4.4086290676789	9.83629178851389	-7.16371136494319	2.23114524663165	4.14286501424645e-11	4.71506461718815e-10
ELOVL7	0.063851359853211	0.0275196915972222	4.65497527644653	0.430996170801808	8.59375800200189e-06	3.11913018225486e-05
ELTD1	3.27276918130275	7.34386625183333	-5.47104314455088	2.24393039808266	2.2095121144541e-07	1.12641416026867e-06
EME1	0.0529591350366972	0.156740901638889	-7.1843900057296	2.95965750819528	1.76068193907667e-11	2.18551503868249e-10
EMILIN1	4.19683984576147	28.4053332962083	-10.9684231976339	6.76826715817995	8.97890020953146e-20	7.75237359470236e-18
EMILIN2	1.15039924655046	6.157618927375	-9.39719711652791	5.35259297660268	2.94419743755821e-16	1.07060059103906e-14
EMP1	20.4979582581651	72.8565878487639	-9.01442745718842	3.55433389663296	4.65190226587989e-16	1.62418109589795e-14
EMP2	2.36098533757798	6.53170045251389	-2.75840878224998	2.76651461936415	0.00688769767043334	0.013483824089097
EMP3	8.18424921304587	70.8724969940556	-9.41235063927162	8.65962107814157	1.8336085112277e-16	6.9712920555939e-15
EMR2	0.0236651009174312	0.0929197460138889	-5.64706417010529	3.92644621876285	7.55514656419319e-08	4.22254635939458e-07
EMX1	1.05702012695413	0.418795780097222	3.89111745220373	0.396204168130657	0.000144140343427453	0.000406295882800414
EMX2OS	4.85820970524771	2.01805444479167	7.54167287952218	0.415390558915524	3.6747403447209e-12	5.29229038799698e-11
EN1	0.26799462687156	3.55163397309722	-11.4824130546434	13.2526312730867	3.27653803837209e-23	7.97609474979829e-21
EN2	0.345995392192661	1.79829406844444	-10.2336272163859	5.19745091704314	1.81031334589005e-19	1.50376123286327e-17
ENHO	96.1102708508899	22.8897685376944	9.00612220812517	0.238161523581665	1.31350541427055e-14	3.21085207753415e-13
ENPEP	0.786541874587156	4.86314804801389	-10.0045417107382	6.18294868352239	7.71856234860035e-18	4.09949219042177e-16
ENPP1	0.279215621477064	1.08139929655556	-6.37672822562705	3.87298995247795	2.64395647031373e-09	2.03070223730012e-08
ENPP2	2.11223866893578	1.03505147711111	3.24196329974858	0.49002581589542	0.00149190307047627	0.00338580669639229
ENTHD1	0.0426580508165138	0.134736211041667	-3.06552624700029	3.15851775837605	0.00260511766211868	0.00562799177418391
ENTPD3	1.56730095621101	0.772460428861111	4.51274483182471	0.492860305992893	1.27509002947574e-05	4.47417476408835e-05
EPB41L3	0.33786296540367	0.108339923541667	5.80477356908592	0.320662323590942	3.61001947397968e-08	2.16317303659631e-07
EPB49	0.922836891972477	0.298878975944444	4.85606704123709	0.323869774327746	2.80378623215387e-06	1.13100025986101e-05
EPHA1	0.0974569753119266	0.221024990597222	-4.02744667799325	2.26792376728086	8.34036691405065e-05	0.000247011846743099
EPHA10	1.43884407202752	0.526711630930556	7.20030520733539	0.366065817116895	3.30736072811684e-11	3.84914418869215e-10
EPHA2	1.11711857145872	4.03776107156944	-8.00010536140073	3.61444270530477	7.38735328024533e-13	1.24021207799674e-11
EPHA6	0.235894384055046	0.0785545190138889	6.18189365032662	0.333007160507722	7.12483693577007e-09	5.02321065861794e-08
EPHB1	17.5323764881743	5.38780777236111	3.85084187453837	0.30730618726989	0.000222480861329144	0.000603181315904957
EPHB2	0.0648886525045872	0.131116219569444	-7.97919514074473	2.02063403243233	2.49432503561983e-13	4.68073178793455e-12
EPHB4	2.85290391843119	7.42591166855556	-6.11119631677792	2.60293086653933	1.6914574079513e-08	1.092342446174e-07
EPSTI1	0.23144403793578	0.6122022535	-6.45296374700062	2.64514160295575	1.67417933453004e-09	1.34911913546244e-08
ERBB4	0.0296708567522936	0.0115827106944444	6.1840862116375	0.390373314499895	6.56812723517421e-09	4.66827112939572e-08
ERC2	2.61966992315596	1.19169740102778	6.44104766521399	0.454903646636565	1.49934867138314e-09	1.22285175259806e-08
ERCC6L	0.281036420275229	0.778517426763889	-9.01383386498428	2.77016561056911	3.45019234624888e-16	1.23917051747345e-14
EREG	0.022093179733945	0.600458117583333	-2.87196037475986	27.178438088781	0.00487047757474293	0.00986192934987516
ERI1	2.94508363885321	5.90270951783333	-8.43517131155772	2.00425870422199	3.84339824663398e-14	8.57038690442159e-13
ERMN	2.09448566104587	0.808103294472222	4.51802133595186	0.385824219044164	1.4287277272743e-05	4.97147327296737e-05
ERP27	0.274928914220184	1.33765216152778	-4.96484241822237	4.86544736599253	1.97326527154245e-06	8.23266375013674e-06
ERRFI1	6.38699598598165	17.074487035	-5.55209685799834	2.67332045808006	2.44733008083537e-07	1.23936302591163e-06
ESAM	10.1763529038257	22.9628357688889	-6.72872619258805	2.25648972533728	5.73860151087593e-10	5.08238851344732e-09
ESCO2	0.610086157	1.84896970831944	-9.85756518910049	3.03066982770344	1.78155759288372e-18	1.09956484927307e-16
ESM1	0.176058789788991	1.99318649165278	-11.9020591069438	11.321141614353	2.58991744680439e-24	9.07869661802812e-22
ESPL1	0.47558991559633	1.57836407058333	-11.0580823634155	3.31875008031712	1.19603589907984e-21	1.80714837958382e-19
ESPN	0.13416624306422	0.494140620180556	-3.61269313385949	3.68304730679557	0.000424419390732752	0.0010867492565921
ESPNL	0.0571273350917431	0.373705626166667	-4.66023286971051	6.54162539818316	7.06218144994782e-06	2.61136823361256e-05
ETV6	2.95843383933945	6.51274456265278	-11.5282236200666	2.20141632915709	1.57617615277822e-22	2.87767077393165e-20
EVA1A	0.0677678559541284	0.234371967694444	-4.22017757363181	3.45845333889697	4.30783875688165e-05	0.000135262432626056
EVA1B	3.71127132785321	12.5690007927083	-9.47255742019108	3.38671028937647	1.87997474176457e-16	7.11669920062799e-15
EVA1C	0.233022311477064	0.691622422041667	-3.98748816444255	2.96805236227236	0.000116135965971332	0.000333855187072256
EVC	0.821651296963303	3.24219498134722	-5.78650522080651	3.94595005610029	5.92864986401343e-08	3.40470007098831e-07
EXO1	0.0191743409449541	0.0961366385416667	-11.3963042269081	5.01381710159721	7.02091889249903e-23	1.46490606013426e-20
EXOC3L1	0.573622243311927	1.86764266055556	-9.77784327061004	3.2558755911771	2.36433178821516e-17	1.102118171597e-15
EXOC3L2	0.176701875587156	1.35565887411111	-12.0933732130621	7.672011797308	6.54097998471008e-25	2.70615028380686e-22
EYA1	0.205818560504587	0.0635516336388889	3.33682665985228	0.308775037018454	0.00116994134506568	0.00272209769746
EYA4	0.0114910336697248	0.0678990151944444	-4.56085179125185	5.90886922325681	1.25435188169775e-05	4.41023579348375e-05
EYS	0.148279365605505	0.0735695050416667	4.5816420746718	0.496154705958194	1.10978935865523e-05	3.946965717645e-05
F11R	2.1644203293211	6.61781025805556	-7.22248555149353	3.05754393839542	6.52052555751761e-11	7.13391082687959e-10
F13A1	6.91118044888073	41.3751451244028	-5.42172976761419	5.98669726979904	3.02780210922379e-07	1.50292516477954e-06
F2RL1	1.38444840037615	2.81298629515278	-4.3005486804531	2.03184625327206	2.99467795233913e-05	9.70736461450857e-05
F2RL2	0.0191612893577982	0.151598830541667	-4.84285448651778	7.9117238778073	3.4422019202441e-06	1.36126969891964e-05
F2RL3	0.133664952688073	0.582196904013889	-8.02103723045073	4.35564366204902	1.32602200984054e-13	2.64104406437218e-12
F5	7.86350256676147	1.210528382375	6.67687669502115	0.153942644781707	3.21216016349675e-10	2.99465591412806e-09
FA2H	13.5040096124771	3.77633355938889	5.03028278836234	0.279645354806304	1.83965071460789e-06	7.72670933978733e-06
FAAH	8.54792285530275	3.77810879476389	5.86498448048714	0.441991447363159	4.94112171172137e-08	2.88580607268712e-07
FABP5	35.0295459039174	153.026245654847	-4.97894636509062	4.36849070423531	2.10104234860993e-06	8.72836436219156e-06
FABP7	68.3740546102844	237.998129418583	-2.83537248584908	3.48082515765834	0.00542204241920096	0.0108620570901057
FADS1	41.3077639722294	17.9808433460417	6.67612221278825	0.43528967963819	5.60919376791227e-10	4.97532080820842e-09
FADS2	12.9794720279633	4.81460576930556	4.65940756235257	0.370940031993046	7.58785743237581e-06	2.78428640850497e-05
FADS6	0.550443067238532	0.199095964569444	5.89469112237046	0.361701284691023	2.26950394615365e-08	1.42266078913573e-07
FAIM2	72.9796166149174	25.9317335278472	8.44933734948373	0.355328442799008	5.26849898181326e-14	1.14283393136437e-12
FAM101B	3.82825309366972	7.68161173672222	-4.79707037100697	2.00655796489116	4.01405491533576e-06	1.56342978891311e-05
FAM106CP	0.113354177669725	0.0554843755277778	3.52023051575529	0.489477994268903	0.000627024362871069	0.00154590744240276
FAM107A	9.31362871265138	4.46865832361111	6.36023679012284	0.479797773937564	4.40624869613827e-09	3.22995905048998e-08
FAM109B	0.803579320256881	3.28726457297222	-7.35534144504176	4.09077796068891	3.05842584915633e-11	3.5904239690665e-10
FAM110B	18.1017286111927	7.35416172176389	4.94858689670635	0.406268477432407	2.04173283384367e-06	8.49203877047415e-06
FAM111A	0.0808373232201835	0.163246620194444	-6.89888416232361	2.01944613813839	9.38841901520649e-11	9.87700000477336e-10
FAM111B	0.0373315349541284	0.15303139425	-6.79029614016453	4.09925266769875	1.8963077306188e-10	1.8557557562566e-09
FAM114A1	0.223762433522936	0.809875178333333	-8.42213002399143	3.61935274649362	3.8504012612285e-14	8.57509312649961e-13
FAM115C	0.43692977033945	1.21531468518056	-7.80717836534593	2.78148747849427	1.04565666438986e-12	1.7048580796987e-11
FAM126A	3.90109822138532	9.95275327184722	-7.45557242415646	2.55126959308215	1.11443156134019e-11	1.4491913040082e-10
FAM129A	2.11992263344954	9.83550625723611	-8.11986964756775	4.639559058451	3.24781563096099e-13	5.95444189998465e-12
FAM131C	3.18433555566972	1.23878827247222	5.7717473279099	0.389025669818796	4.76050528853131e-08	2.79241553521045e-07
FAM133A	0.0541948402385321	0.0177008680277778	5.93250453409703	0.326615374265696	3.17315468365914e-08	1.92442498756033e-07
FAM13C	0.430417001165138	0.179267082138889	5.53123897868796	0.416496285354931	1.70739546825242e-07	8.91702037308107e-07
FAM153B	0.131184350119266	0.0511044980694444	4.97724912655747	0.389562459416713	1.57918009665067e-06	6.74093754359384e-06
FAM155A	12.4254143329633	4.5191826615	7.15559421662973	0.363704786045733	7.374256785575e-11	7.94886830755062e-10
FAM159B	0.664609434	0.140675853555556	4.444493925028	0.211666952587308	1.70199037127327e-05	5.8308806171436e-05
FAM162B	0.878994226137615	1.90548301479167	-2.23758057179831	2.16779923932441	0.0267809904045034	0.0455984475247456
FAM163B	12.6802155320917	3.60113818795833	6.35362711047436	0.283996607064319	5.35443236274528e-09	3.86202205851179e-08
FAM167A	22.4444177332752	9.89763051936111	7.55038776731695	0.440984062807175	1.10003970027477e-11	1.43242168103387e-10
FAM167B	0.534217020422018	1.34958086813889	-4.91162368008388	2.5262783036616	2.45399788592557e-06	1.00306018998641e-05
FAM171A1	31.8248209684771	13.0977006856389	6.54025597620353	0.411556146650828	1.68503399559127e-09	1.35599590636952e-08
FAM179A	1.89493580804587	4.55631289315278	2.21523019276222	2.40446820087875	0.0286391092129362	0.0483441844529647
FAM180A	0.784863348220184	3.22077143759722	-2.60492249641242	4.10360790180978	0.010289515048915	0.0193981209274319
FAM181A	0.224597152036697	0.595054414	-4.85431419362597	2.64942991753864	2.67893893753307e-06	1.08416758855567e-05
FAM181A-AS1	0.286757474458716	0.692692811194444	-4.17239966131829	2.41560507708465	4.77332757823874e-05	0.000148337078836508
FAM183A	1.05266470584404	6.34609429934722	-3.56658661445197	6.02859986101544	0.000483564560415672	0.00122194868085431
FAM189A2	0.0492741110183486	0.0154578089027778	4.91413545436883	0.313710558817015	2.48356157690818e-06	1.013018006946e-05
FAM196B	2.65325233530275	0.547227107	9.1301640917296	0.206247668086028	3.54719760692798e-15	9.93158665441322e-14
FAM19A1	0.45071201887156	0.114790163166667	6.91405303753562	0.254686270523837	1.34650363393206e-10	1.3547743508569e-09
FAM19A2	4.38458167614679	1.05913053866667	9.81568957583802	0.241557944838523	4.70712167366037e-18	2.58626086439641e-16
FAM19A5	1.73813350699083	0.621247844694444	6.53231996723864	0.357422397183972	3.04404414191029e-09	2.31265546923544e-08
FAM201A	1.45950235494495	0.482123695694444	5.16726030877251	0.330334304745009	1.16987705591717e-06	5.11332547607489e-06
FAM20A	0.0321393107431193	0.194839194958333	-8.71264664602289	6.0623327150862	2.53457123918781e-15	7.33059902792817e-14
FAM20C	13.015254431211	58.3168267764028	-9.82555641981939	4.48065207519548	1.44699478194311e-16	5.64843597842246e-15
FAM217B	0.0211967939908257	0.0104470046666667	4.50080158308918	0.492857772321055	1.45078847645266e-05	5.03928820050329e-05
FAM222A	17.8447266390092	4.987311462	3.25413058724404	0.279483769232843	0.0015416533740317	0.00348742368180868
FAM225B	0.0363792684587156	0.0986044348472222	-3.10795082027264	2.71045678005103	0.00229689825451627	0.00502656208102219
FAM22A	0.241744510394495	0.120127002416667	5.22579234237114	0.496917188401239	7.54578466077688e-07	3.44145115142952e-06
FAM26E	0.394797062165138	1.16889125976389	-7.20785197662052	2.96073950842866	4.11278305101813e-11	4.68386930053247e-10
FAM26F	0.406831580669725	0.966247213791667	-6.46802120871752	2.37505459188059	9.76209732904107e-10	8.28572783952072e-09
FAM3D	0.0411946076605505	0.191372712333333	-7.34591390581335	4.64557676845164	9.57559675428016e-12	1.25657758809636e-10
FAM43A	1.90060639633028	4.72891433063889	-7.0769730574208	2.48810818471913	7.19912926978596e-11	7.78403076567171e-10
FAM46A	1.78893024518349	6.63635344454167	-9.07218471770151	3.70967703319309	2.55007618965313e-15	7.35118180527146e-14
FAM46B	0.470170549706422	1.96093676322222	-4.19979300948555	4.17069245286981	4.97884809038594e-05	0.000154122696008821
FAM57B	12.5991154917431	3.01104036890278	5.6135549215554	0.23898823460076	1.60429113748589e-07	8.42373000800337e-07
FAM64A	0.229914897183486	0.954169162083333	-10.0334898427925	4.15009716104584	5.53434375708403e-19	4.04168512626716e-17
FAM69C	20.2818516887615	9.21284671543056	4.16436209062906	0.454240907428366	6.73080073441918e-05	0.000202873163322726
FAM72A	0.0731072474678899	0.207038891180556	-8.617102045543	2.83198859691019	3.57088549308461e-15	9.98196332333238e-14
FAM72B	0.033963887733945	0.0731866480555556	-6.18800071180816	2.15483717967922	4.34998717148049e-09	3.19272299642121e-08
FAM74A2	0.0101073862201835	0.0234020183055556	-3.12460736747559	2.31533828783785	0.00214022968750501	0.00471431516060076
FAM78B	1.08083305198165	2.63193796633333	-2.74263710299106	2.43510129664134	0.0072011162452687	0.0140456225718701
FAM81A	5.98838518126606	2.50954711575	8.00808500579367	0.419069087873776	2.60125117752877e-13	4.87095399450287e-12
FAM83D	0.806701169119266	3.13675498380556	-10.4722789908398	3.88837292405337	3.96856219218149e-19	2.99883310355945e-17
FAM83G	0.133654936155963	0.555836226611111	-2.21641580287186	4.15874072890582	0.0282709763770697	0.0478010228594347
FAM84B	23.7793299033303	8.57328453226389	3.54213062804064	0.360535160877818	0.000521302797405107	0.0013080707416062
FAM86B1	0.0367008242201835	0.0860056035138889	-3.2123239391787	2.34342430562065	0.00161042075725792	0.00363313741954685
FAM92B	0.117591911073394	0.920305291277778	-2.94698970001827	7.82626358290387	0.0037996673610346	0.00789716231908613
FANCA	0.118236359743119	0.244139509986111	-5.98663338910163	2.06484291732703	2.54625134694032e-08	1.58087663329164e-07
FANCB	0.0180683526513761	0.0567012604166667	-7.07723665273485	3.13815329547202	3.5238647526452e-11	4.06601563657752e-10
FANCD2	0.237144716715596	0.702303680833333	-10.2634912827956	2.96149832288102	1.02835410807008e-18	6.9590588618318e-17
FANCI	0.176680333018349	0.443572411333333	-8.07875625649386	2.51059302275182	4.5666737486764e-13	8.06043210403336e-12
FAP	0.674264273339449	4.45725632736111	-6.82562552461564	6.61054797592273	3.36326692405815e-10	3.11862783971126e-09
FAS-AS1	0.0412130094770642	0.113077506930556	-5.33938550917569	2.7437333105578	2.83841797606994e-07	1.41856150175585e-06
FASLG	0.109458348733945	0.243849465166667	-3.37891186604465	2.22778315210455	0.000901964072514133	0.00215113951543818
FAT3	4.56932714104587	1.81315672777778	5.98262812005937	0.396810443159201	1.90244647169448e-08	1.21295668640921e-07
FBLIM1	0.466526879229358	0.952345180777778	-5.21642759598472	2.04135114862177	8.51945633664717e-07	3.84054812789133e-06
FBLN1	2.21810732370642	7.52727709430556	-3.8107095191719	3.39355855952344	0.000213736560617734	0.000581521375030584
FBLN5	5.43420452186239	19.3481460058056	-5.83362964096433	3.56043758161216	3.55396030575641e-08	2.13176804514006e-07
FBLN7	0.079952235440367	0.265340739041667	-4.25133253694973	3.31874071538091	3.59410468976032e-05	0.000114889427133739
FBN3	0.565743253229358	1.51527454025	-2.90714826035317	2.67837845453845	0.00429137024435565	0.00880529691791402
FBP1	0.127016311697248	0.254088948347222	-3.73580015097493	2.00044344660913	0.000256726739128814	0.000687599259888558
FBXL16	50.7432805349541	18.4051628891111	6.58818766634815	0.36271133231981	9.83124323946841e-10	8.34037755363808e-09
FBXO39	0.10382311366055	0.325690616027778	-3.64757153081236	3.13697600220913	0.000357790337747434	0.000928954118170091
FBXO4	1.30888264893578	2.72483382558333	-4.93678887535061	2.08180147227013	2.25630958697166e-06	9.30474405812228e-06
FBXO41	8.53735647301835	4.14211782513889	6.6641850040431	0.485175690886251	3.51213973296648e-10	3.2449801317714e-09
FCER1G	35.6475358601284	112.116999765611	-6.25456016909136	3.14515427393155	4.57624311888797e-09	3.34414318060732e-08
FCGBP	2.79927694809174	15.901755735125	-10.0122565876024	5.68066541110381	1.16982379598154e-18	7.82576399701086e-17
FCGR2A	0.332189998256881	0.904202941	-6.18465614988384	2.72194510895775	4.53641043929876e-09	3.31843346283762e-08
FCGR2C	0.135329325917431	1.072727182	-5.57033398086589	7.92679025575363	1.11087063632894e-07	5.99268379284008e-07
FCGR3B	0.0191403970917431	0.0616238305277778	-5.72983598846012	3.21956907332719	4.6823531962919e-08	2.74933348312925e-07
FCGRT	1.34361908819266	2.907754262125	-6.99824921879717	2.16412098315476	1.12097487710487e-10	1.15301212858082e-09
FCHSD1	1.32482896131193	3.96211415844444	-4.7969716568076	2.99066088842209	4.87160737352617e-06	1.86429393964614e-05
FCHSD2	32.1386065324312	14.3449327334306	5.44698715289505	0.446345821464133	2.17578059083279e-07	1.11083327746945e-06
FCN1	0.449061180743119	1.32418073922222	-2.29080966005422	2.94877579271254	0.0232569433334312	0.0403109618082525
FDPSL2A	0.0793902494495413	0.268556307222222	-3.37423866313662	3.38273665953035	0.000977773123377599	0.00231399264561696
FERMT1	15.0194404456422	2.94121561345833	3.37646600541933	0.195827242972404	0.00094558260031214	0.00224539035844342
FERMT3	0.241647082807339	0.581128557597222	-5.67385103817115	2.4048647757132	6.71988151192422e-08	3.80056028588241e-07
FEV	0.0921708961100917	0.247023934416667	-4.3589115844579	2.68006436784138	2.36521268065473e-05	7.83501845659337e-05
FEZF2	1.9287031572844	0.674984416027778	6.311983931982	0.349968015284503	6.63779067485815e-09	4.71396098696267e-08
FFAR3	0.119296904522936	0.378524195638889	-2.22802908067057	3.1729590734361	0.0272458102052409	0.0462729956848118
FGF12	0.948135574229358	0.438476199361111	3.29638239387456	0.462461499472271	0.00128182369442084	0.00295534384268798
FGF13	1.35066076981651	0.458820887027778	5.34735876932165	0.339701053944217	4.64742117311685e-07	2.2228323224958e-06
FGF13-AS1	0.373961508174312	0.160600232763889	4.86839541498089	0.429456586449078	4.07719339111896e-06	1.58625901367685e-05
FGF14	0.452955971908257	0.220937542847222	4.15971035527675	0.487768252433973	5.94665811625411e-05	0.000181453824518777
FGF22	0.339323412587156	0.166577502083333	3.50725408447046	0.490910723823242	0.000610219552609322	0.00150808207819848
FGF7	0.13742181859633	0.302235362569444	2.55481323108666	2.19932588330275	0.0119314997622966	0.0221529021540013
FGFBP2	0.729975911944954	4.70336693830556	-4.53782932684689	6.44318101644459	1.2742729925861e-05	4.47220319204178e-05
FGFBP3	10.4871572235229	3.79692064408333	5.98439559031953	0.362054326368518	1.59441589133223e-08	1.03693236836289e-07
FGFR1	0.011077692293578	0.0252369915694444	-3.29981720821276	2.27818131255324	0.00121368861435043	0.00281156758441977
FHAD1	0.26960848087156	1.00695773536111	-3.99261746704778	3.73488894750615	0.00010566874313937	0.000306074377954676
FHDC1	3.62498186522936	1.12380173518056	5.24686292966321	0.310015822688661	4.66594866197815e-07	2.23016313603739e-06
FHL3	0.751554097293578	1.76367726073611	-8.74623934906281	2.34670699965217	8.19693131801213e-15	2.10965661102494e-13
FHOD1	2.66938974024771	7.06739881883333	-9.08077540105304	2.64757098308826	6.12376678227629e-16	2.08006318591001e-14
FIGF	0.0245836878990826	0.059587904	2.85855573475224	2.4238797793322	0.00482056647306786	0.00976989692107543
FKBP10	20.3488422267431	58.2116925004444	-8.73375370886875	2.86068818322945	7.09539357356824e-15	1.86448220635578e-13
FKBP6	0.0238684573577982	0.048179524375	-3.93174877645599	2.0185437061461	0.000123884197982473	0.000353980818069581
FKBP7	0.0953848726788991	0.268483810347222	-8.8906983452024	2.81474203201003	2.20676387881255e-15	6.4678846996568e-14
FKBP9	0.194550500834862	0.588703349486111	-5.16793761036294	3.02596676420696	9.79193561489067e-07	4.34599279620635e-06
FKBP9L	0.0222994397522936	0.0582351746527778	-4.39931597995817	2.61150841903049	1.98000414232248e-05	6.68661514498769e-05
FLJ14107	0.0200853484770642	0.0561765352083333	-3.31816726622347	2.79689124002415	0.0011378771321951	0.0026534822373581
FLJ16779	23.0644341261284	5.81241347288889	6.63049940943547	0.252007633965939	1.19357763927015e-09	9.94288749215204e-09
FLJ22184	5.64480358704587	1.74817396365278	4.25195590587373	0.3096961544711	4.18951488720361e-05	0.000131806906171276
FLJ35282	0.0497623917522936	0.238695218	-2.46734116032127	4.79669906519311	0.0148485247012203	0.0269103600908167
FLJ37035	0.637443342706422	0.252323967111111	7.96251336852617	0.395837481084684	8.88902349965687e-13	1.47257008391764e-11
FLJ41278	0.182547753724771	0.0842302729722222	4.00605421873132	0.461415006504091	9.38471263911925e-05	0.000274968001380547
FLJ46300	0.174590116055046	0.0694175847361111	3.05302824808171	0.397603176540788	0.00267036333262603	0.00575051703292006
FLNA	0.446793397788991	1.5819366115	-10.4946780406741	3.5406445559142	7.79436869897094e-20	6.83059500934318e-18
FLNC	0.0506593294311927	0.269069854541667	-5.68482366091027	5.31135839267527	8.00565610198235e-08	4.44457188785064e-07
FLRT1	7.31279065037615	2.14934067994444	5.53269502228946	0.293915248323687	2.98734496503222e-07	1.48410417239569e-06
FLT4	0.486801079155963	1.59803762	-9.24543010922008	3.28273228722242	6.05367975351383e-16	2.06828157972392e-14
FMO2	1.05634021897248	0.413155227333333	5.73845477300474	0.391119470709179	5.24185064885904e-08	3.04722773872479e-07
FMOD	1.5997473930367	5.07985703590278	-4.74254402523016	3.17541197942509	5.9896917023927e-06	2.24576571817633e-05
FN1	0.471599141541284	3.82338135240278	-11.0996330117893	8.10726953384005	2.12363884073491e-20	2.2024270983172e-18
FNDC1	0.335846180376147	1.42221543031944	-3.68987536230757	4.23472266001825	0.000301040057570242	0.000793910485861214
FNDC3B	0.0361934719449541	0.122384386222222	-7.67470241218018	3.38139392673778	2.93051661459349e-12	4.32714108710868e-11
FOSL1	0.763313636651376	6.04846082673611	-7.88095559311164	7.92395227376056	3.65152582501907e-13	6.61843775957696e-12
